Type,wallet_address,sell,buy,volume (usd),time,tx_hash
CLASSIC,0x11145aa7eef8a3c61ffef3f74981755e3148d358,BTCK,AUSD,0.999469,2026-01-02T01:23:47.000Z,0x56f867cc07eb235c4b9b670fda8a6dd941e3a2d96d418ee880e317d2373ee933
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,uSOL,JitoSOL,2.076207,2026-01-02T14:50:54.000Z,0x30d2b4b4c71fc31f8ab001cbb8ff72d4e180fadbe1f5f2b2fa27b269aecbd93f
CLASSIC,0xd2b37ade14708bf18904047b1e31f8166d39612b,vbWBTC,KAI,50.042273,2026-01-02T14:50:37.000Z,0x3e3fb119d6c92007a75fb0568104cf6e632b25e62a5ca2c6f674ad5f6cf63998
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbUSDC,vbWBTC,22.150920,2026-01-02T18:34:53.000Z,0x3c8344f8626c278b0d50c22f99f18036984af7e7564b7d307cd1088be3534914
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbWBTC,vbUSDC,581.483827,2026-01-02T03:14:34.000Z,0xcce52f5a8a82169e7506bb12766c02b763cba8ab369b92aff90a80e458efc21e
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbWBTC,vbUSDC,398.463291,2026-01-02T14:48:06.000Z,0xddbb63965a7fbc7cb5a40a365cc32d578c1391c7d184de5d03f2f985a3cea840
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,BTCK,AUSD,291.362212,2026-01-02T16:31:06.000Z,0xd9898cb9692f5ab3f18de53243a70852d17bf26233d13e1218b6cf3b6a57e4a0
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,uSOL,JitoSOL,16.168367,2026-01-02T14:50:21.000Z,0xbe2c6ef467ae6e26ef37f1dd6a9b6f25bde6d6587c02f0e127d4c1f99d620b6f
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,BTCK,AUSD,1254.621668,2026-01-02T14:48:03.000Z,0x3c8d94007805580ce7825cea5ccdaa9b0cb19a5c5e589d7f0a09c51294591afd
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,YFI,vbETH,4.013783,2026-01-02T22:42:35.000Z,0x8a0f4effd44862000f84954d74d53457ef599309a2d9b03913b8603f928fa1f4
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbUSDC,vbWBTC,233.025200,2026-01-02T18:49:52.000Z,0x680554a48c363b64d261f1ea58435cc1c68bd5bdfc979a53848e2c2c6ae5f150
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,BTCK,AUSD,945.543124,2026-01-02T14:42:54.000Z,0x8c440f5ac0a7633bbc0ff97c06931763f400a9a31783c6875d6f53b923c585c7
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbUSDC,vbWBTC,327.964395,2026-01-02T15:20:06.000Z,0x0fcf177ca05b26351b8d2df7af2378415960ad7d523d6f07ee71bdbcf687bb5d
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,YFI,vbETH,3.111223,2026-01-02T23:18:42.000Z,0x82aea8b941e9e776b2fd29ad26506f7fe031e0d782a41b28c1b9b4babf90ebbd
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbUSDC,vbWBTC,598.929505,2026-01-02T18:52:55.000Z,0x6281adcb8af81c5f33a4aa615393e23fd5863c1731b36ecfea0e38dd9fe76ec4
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbUSDC,vbWBTC,17.127290,2026-01-02T18:35:32.000Z,0x121d6d336a2ed66967552ef235fbf9e16d9a5c6c38bc5cbd6f81cf983730f8d4
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,AUSD,BTCK,438.372472,2026-01-02T18:50:03.000Z,0x07b66cb5336d062972daef343eca6ac57da2fd397803052ee77f098ace65ab05
CLASSIC,0xd2b37ade14708bf18904047b1e31f8166d39612b,PEPE,vbETH,9.367788,2026-01-02T16:57:36.000Z,0xa06508b0ccc907bf475e877b6a78a8a298b147131b1a21aa6b03a1f820eee7a9
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbUSDC,vbWBTC,8.215097,2026-01-02T18:33:13.000Z,0xc43cab28b1ddfa8febea7fc09a0e2c8905c5d97359a94462fbdaf8d2042d6151
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,BTCK,AUSD,919.840880,2026-01-02T03:41:55.000Z,0xf3c3541987986249a8553737026b238ee358c9b5276e9a05b98b17a652c5887e
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,YFI,vbETH,24.848248,2026-01-02T23:16:34.000Z,0x4f38a5602c0f52f1a5b51179daa25195cd36586cdae9060cf05cb50838c139e8
CLASSIC,0xd2b37ade14708bf18904047b1e31f8166d39612b,vbETH,weETH,45.246274,2026-01-02T03:41:01.000Z,0xd8ca693b81b806e46011f5369c1aa0f55f60670b093c6829654b35fda249b3d4
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,YFI,vbETH,3.110861,2026-01-02T23:15:08.000Z,0x4f0f64c582a35fd93dc5870ddc9de1fa89010c7b34c047ef8f5c684f5a30f093
CLASSIC,0x7ca081cb7bbbbc2e82e53d8df5fe74cc6a0e76c7,vbWBTC,vbUSDC,487.498933,2026-01-02T10:07:30.000Z,0x31c2ac8dd0f7a7514eef4be291505cd44fdba7430f7b0b4eb90f474aca2323bf
CLASSIC,0xd2b37ade14708bf18904047b1e31f8166d39612b,vbWBTC,vbUSDC,72.539649,2026-01-02T10:15:12.000Z,0x51c315ed8770bb7cd5c5621538edbce8819543bd8a296c1b9607665c0be96a33
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,YFI,vbETH,7.862824,2026-01-02T23:12:30.000Z,0x2719e04f6e725381def0abe66018c9fec7862c09c6665a0be587ec2304ba48a9
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,uSOL,JitoSOL,34.610901,2026-01-02T12:21:27.000Z,0xcf7150586a0c1ecd270c0b79e33098459ead1aaccb0fbe950e6844761c70a387
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,BTCK,AUSD,295.554465,2026-01-02T16:15:22.000Z,0xaef3ea2c9e41aceaa553bd26cb3e06685224ed7fa473a3c44e217b81a88b1906
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbUSDC,vbWBTC,243.615959,2026-01-02T14:18:39.000Z,0x4515c92d45eaced549abc580cd4ab1612d71a4d9e1a017d86a74140b9b2849ee
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbWBTC,vbUSDC,536.192406,2026-01-02T14:42:55.000Z,0xf32a7dc42ae80fe2fe5ba105eff48ee783601ad4862df2458e3fa9b0e509ec78
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,weETH,vbETH,2.906534,2026-01-02T14:48:10.000Z,0x79d74b366ac27f08c31c4ab73ffffcc21b1525412cb294c11926389554697750
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,YFI,vbETH,2.562551,2026-01-02T23:30:10.000Z,0x4805b1d64eed677e1f15e8c037ddae9ffa8308693b3f38dd9e0930b94fc65c70
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbWBTC,vbUSDC,16.173546,2026-01-02T16:31:13.000Z,0xffc7a1f3b2dc8bd0a07e7e7188ffe9260ec081bd1c589b8f69a7a736cc4ecdb8
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,AUSD,BTCK,567.648736,2026-01-02T14:33:07.000Z,0x72a25f479d4f8f0278a5a769659577ff06369d52f185d1f8518b3254fa51974f
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,BTCK,AUSD,627.067483,2026-01-02T14:48:14.000Z,0x495333f8f9a2319bd19c724c28ce56e2c9ea741635f4803443f9930efd08a1eb
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,MORPHO,vbETH,15.295974,2026-01-02T21:52:22.000Z,0x17af39347d12404def179dcc316bb74decb7ad74760788faa19bf3302cb60cfb
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,YFI,vbETH,6.397120,2026-01-02T23:01:17.000Z,0xe36fdb4e2ba45c1a060a1217fce3e7ddf2687a942d28db1eda4e91b422c9b53a
CLASSIC,0x7686af9e0bb5c155567b16385e4458c66e269cfa,wstETH,vbETH,1452.160843,2026-01-02T16:56:33.000Z,0x75b28c7de67b59264c2a0e7b32d4f6dccd6ef49c88a3123e1639ccd14de7ee4c
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,BTCK,AUSD,155.820338,2026-01-02T16:15:15.000Z,0x983fd0ead5c9060a8fab8dbad28dd0a9b2e3a4523625ea81a3dd5f9810ac164a
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbUSDC,vbWBTC,450.628724,2026-01-02T14:18:41.000Z,0xf4a8688a6d19696d9784df3274fd0c0392685ac74c8fe018d34dd57bc6ca9032
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,BTCK,AUSD,720.999563,2026-01-02T15:48:04.000Z,0xce105ff52dcb2decf2cd50c8c4e9b77493f64f84982b81be9ae0fd5f09ff8488
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,YFI,vbETH,14.625257,2026-01-02T21:34:07.000Z,0xbc762ec4555d6301031ebc01a3c820bd03defed002654185965847d4cadc31bc
CLASSIC,0xd2b37ade14708bf18904047b1e31f8166d39612b,vbUSDC,vbWBTC,0.410110,2026-01-02T18:34:09.000Z,0x16c4f06fe8f66c12fb1494646c635684468285431c4564fa09cc0067f697ecf0
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,YFI,vbETH,6.399349,2026-01-02T23:15:42.000Z,0x23de41fa09c2ecc76b600b6ebd485f6fdd662a6697d4bb46df10174443c466a8
CLASSIC,0x11145aa7eef8a3c61ffef3f74981755e3148d358,BTCK,AUSD,3330.204713,2026-01-02T17:05:43.000Z,0xc5fa95a5dddb226e099845c1192d4f8b48e9d4be2c6df9acc89f7335ff08def6
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,YFI,vbETH,15.929596,2026-01-02T23:16:37.000Z,0x3581f249b5201bec880a99758fb28fbb82f9d13ee1d226f2472506e6609b5800
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbUSDC,vbWBTC,182.192879,2026-01-02T18:53:52.000Z,0x537a20151f4fc66433bc0cdc6bddd21e894b2c75ea0a1d2e46ab48c8f8599dfe
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbUSDC,vbWBTC,4.382281,2026-01-02T18:35:39.000Z,0x9424e8bca14a835dc719f32fe79a6a51f44eb19f4927b74e13c1b0fbb1b99c68
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,BTCK,AUSD,372.720844,2026-01-02T16:16:25.000Z,0x6a7ccefd951a6b2df186f75bbcdc04fb932b6fd75f522e17e965a710d643049b
CLASSIC,0xd2b37ade14708bf18904047b1e31f8166d39612b,frxUSD,sfrxUSD,0.000000,2026-01-02T07:42:29.000Z,0x6eed381a08d327633d39889227a5f93e62b1e064d3787ac6772c4cfba2f00127
CLASSIC,0xd2b37ade14708bf18904047b1e31f8166d39612b,vbETH,wstETH,16.602310,2026-01-02T04:41:08.000Z,0x7adcdff51718c8c8fd44704cc9d8baf4526ce81fbce70423cbd5bd741c1f0d0b
CLASSIC,0x11145aa7eef8a3c61ffef3f74981755e3148d358,BTCK,AUSD,2499.698249,2026-01-02T16:37:24.000Z,0xa0a94bd72ba7af4f830e91e85492f8e1aaef9de4696e97c3b25cfe595f48f84a
LIMIT_ORDER,0xa88b82b83e07a470cb47ee55c85ea8fe9f361877,uSOL,vbETH,0.096659,2026-01-02T03:08:30.000Z,0x604765489b40780f3baf95ccf7c86cb291eb3fc585631c14690612cad353ce3b
LIMIT_ORDER,0xd2b37ade14708bf18904047b1e31f8166d39612b,sfrxUSD,frxUSD,0.000000,2026-01-02T18:22:40.000Z,0x03351288c7445cabbf4860c9d2dfea03b08ac8275a959e19950ba17348faf4af
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbUSDC,vbWBTC,532.670359,2026-01-02T14:18:48.000Z,0xb444e3f37017d6338044882f044ea85146009b047693c242ba053b4e146a863c
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,JitoSOL,uSOL,5.489416,2026-01-02T21:52:45.000Z,0xbb66d826506526ee04861f298040b5a6f54b194cde1c7fda96c13b515a5f1e61
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,BTCK,AUSD,651.787552,2026-01-02T14:48:12.000Z,0xcc9c575503b21119b1a00937f07a8396e27472b6124046d242f38a7118386a4c
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbUSDC,vbWBTC,437.887700,2026-01-02T15:21:12.000Z,0xcf130905b62d12f687f35068589dd54777f923d964d175e23eb19922f6def333
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,YFI,vbETH,2.355193,2026-01-02T23:17:21.000Z,0xe0d4b28f8e489d57b31e2b7fc426b512482cbfa1820013736990b3289f0fe9c7
LIMIT_ORDER,0xd2b37ade14708bf18904047b1e31f8166d39612b,frxUSD,AUSD,10.977040,2026-01-02T07:03:42.000Z,0xb92e3843e0bac56012763e4a561ff3a4ecc85c080b83872a69c13d6385e7e23c
LIMIT_ORDER,0xd2b37ade14708bf18904047b1e31f8166d39612b,PEPE,vbETH,9.367788,2026-01-02T16:56:59.000Z,0xfbcfc925bf19478b1a386e210619d297a4c64374b237a9d0fe37a2010b6012a5
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,BTCK,AUSD,618.570385,2026-01-02T16:15:19.000Z,0x226d090b0e86e22444735b73b725dc0f25362313267d9808c5df3acdd892b3e7
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,JitoSOL,uSOL,78.338335,2026-01-02T00:04:10.000Z,0x242f2d2dd4ff706fb5127f8cc1e6df35148a74328e8f5237b68b3af1d663f803
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbUSDC,vbWBTC,8.236186,2026-01-02T18:50:39.000Z,0x7006f7a60e3d9b53ddea88662f16226971ccda3a42a526a93f7a293dbde1e0ce
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,JitoSOL,uSOL,24.864077,2026-01-02T20:03:50.000Z,0x1defc55a9c46f0c507f3011ecc67c07cb1deedd515aabdc4d894fde9daa6c8bc
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,YFI,vbETH,5.554521,2026-01-02T23:30:10.000Z,0x3f5d959faba5264264a51b2f8ef800d327f1a43296ad1a17816d4b5c64756bb5
LIMIT_ORDER,0x11145aa7eef8a3c61ffef3f74981755e3148d358,vbWBTC,vbUSDC,2498.861846,2026-01-02T16:34:22.000Z,0xbaf71d797e14eea7552e633b083937e2c94a93641b83aa8cf3cd6cb693c9af9d
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbWBTC,vbUSDC,383.402476,2026-01-02T14:48:07.000Z,0x808a4af0174e045ac0a622472c3523db3766e730aa30fd4278e08346abbdc2b2
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,BTCK,AUSD,265.787688,2026-01-02T10:03:21.000Z,0xfa7f81c9d3adaacb6393fb7eb6ff60903bc792fb8dcb49268bd43d51ca8491e2
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,BTCK,AUSD,695.878872,2026-01-02T15:44:55.000Z,0x3428f5b116894344c2b648be00ddf7dc019b5e898437093d3224e14041fd53c0
LIMIT_ORDER,0xd2b37ade14708bf18904047b1e31f8166d39612b,vbWBTC,vbUSDC,1799.917671,2026-01-02T16:40:23.000Z,0x26c64e0019e3357e867072b37fa2b41562a8b8c2383f28b71649096415c460fe
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,AUSD,BTCK,219.904532,2026-01-02T15:06:14.000Z,0x687672a2700b255fde8219037fde5c59f86348edab2e468fbc27d8f063a192de
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,JitoSOL,uSOL,3.962624,2026-01-02T19:23:15.000Z,0xd31131b16742890b9b548feeefcd723342111bd14768af6dee345cb9cb58c315
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,AUSD,BTCK,952.960600,2026-01-02T14:32:18.000Z,0xabdc4e1250c2407e474dab01d51b799f2eac08f19c9196c4254644d9f4e9e055
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbUSDC,vbWBTC,103.456795,2026-01-02T15:21:48.000Z,0xf7e74eda61d94953924aacf45e0db621b738c9c67e483bff383d83d99aec5ece
LIMIT_ORDER,0xd2b37ade14708bf18904047b1e31f8166d39612b,vbETH,PEPE,84.254600,2026-01-02T00:09:37.000Z,0x18c2f76448e37abdc4824b7f71ab3cda6e2362acd1982ea8c0086359722a541c
LIMIT_ORDER,0xa88b82b83e07a470cb47ee55c85ea8fe9f361877,uSOL,vbETH,0.010470,2026-01-02T09:49:48.000Z,0x362444aa753b9a813eaeb7d8b006b1f8af739d61339d914ca0d845282055ab35
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,AUSD,BTCK,966.641514,2026-01-02T15:21:09.000Z,0x4dab5ba6f84f87cdc06efa7a41910b5ad67c6ebef9dc3a7b4de267262c84315b
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbWBTC,vbUSDC,12.028186,2026-01-02T14:42:04.000Z,0xb7b46db3b0380bfe206d93d600577ee1c67e10f229e6f64a69e5ec5db2e1f8e8
LIMIT_ORDER,0xd2b37ade14708bf18904047b1e31f8166d39612b,vbWBTC,KAI,50.070526,2026-01-02T14:50:14.000Z,0x2fa1d82857d758afef22a62dabe1d0c39f4e983927d6fb8755b45bf77ebca505
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,uSOL,JitoSOL,18.982843,2026-01-02T14:51:11.000Z,0x74ba14b39f6c0cd693d197f0f73333fcfbfc2d12512b93eeab32f318272d0832
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,BTCK,AUSD,175.944400,2026-01-02T16:34:15.000Z,0x84d13f54b0ad15d39799d2b5377b28afa13335a16ad446ba45da2b324bb47f01
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbUSDC,vbWBTC,451.300106,2026-01-02T18:35:35.000Z,0xc411d1e8bc04c29be01cf82855f3a273ee8bfed59be9075caec2f4ede2232719
LIMIT_ORDER,0xd2b37ade14708bf18904047b1e31f8166d39612b,sfrxUSD,frxUSD,0.000000,2026-01-02T18:27:16.000Z,0xa66777b488ef04bab462a8727e87072df74a23681cfbfe6c005bcbb4c0c5e515
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbWBTC,vbUSDC,377.744517,2026-01-02T08:59:19.000Z,0x8bc449dd1ad9e67d5e3978417206981ebc56b6fd7791cd399a603f98fd8ad389
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,BTCK,AUSD,392.657031,2026-01-02T10:06:57.000Z,0x8b02f98e76c020e2f930fbe2a407a6dae09e022307e557b256689aaa7a92153a
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,AUSD,BTCK,334.787543,2026-01-02T18:49:54.000Z,0x9f39a8fc9fb25c3848a36e109f37afc37176bc8a0ffce19b6eab969d33a25dca
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbWBTC,vbUSDC,32.053400,2026-01-02T14:50:31.000Z,0xf453bccc640aab1fc17437ebcbb432d6c5e042bf9376201cee105a80e2816039
LIMIT_ORDER,0xd2b37ade14708bf18904047b1e31f8166d39612b,JitoSOL,uSOL,5187.308348,2026-01-02T16:32:28.000Z,0x17433684aa97cc7bab2bef77d846ada1b0ac07ee7c32620812ffb5e9382565a9
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,AUSD,BTCK,501.053079,2026-01-02T15:11:23.000Z,0x912d9ab997195161f43389065c4fa7dae769ff258263aa9ba9bbc6946fba9d66
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,JitoSOL,uSOL,8.540691,2026-01-02T20:03:40.000Z,0x12e3101e8ad7470402777ebd4fdaab985cfd036e462e3bbfa730d75431795731
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,BTCK,AUSD,334.275470,2026-01-02T16:31:40.000Z,0x709add6311714c35dc2bea78ffc6876f2c3fef667da55efa839b4f08262fbab3
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,BTCK,AUSD,604.201802,2026-01-02T10:05:38.000Z,0x8b4d78db797ccb23af54d1a28a944404d9799b926e32b135a9c82f9f996c0a42
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,BTCK,AUSD,35.822335,2026-01-02T16:33:55.000Z,0xd6562606a03ed256c06af82bd6823d200906b28cb7e5535d3fddc811349aca1e
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbWBTC,vbUSDC,2.003213,2026-01-02T14:50:11.000Z,0x7e2845e02d24f53eb8043a9aa43eefe0b5b235247c0a29c75a9302c0c358843a
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,BTCK,AUSD,390.665291,2026-01-02T14:50:10.000Z,0xaa1da7c917f97ac5c12a6a21f93e98bc892b5c0eb07219990de0e6250cbd02d3
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,AUSD,BTCK,435.194558,2026-01-02T15:22:07.000Z,0xbdfcf29355a72cc29fe4515ad545a76c97f2a55e9ba660a0504d66b7d0cb2eb7
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,BTCK,AUSD,299.461342,2026-01-02T16:33:51.000Z,0xa48edc3e8beae30b527ab3fd63ebae3da38d5a0b98a0d4963e8b6d75e2f193e8
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbUSDC,vbWBTC,9.141322,2026-01-02T18:36:07.000Z,0xb9323ec00c75c86f532aa95d1a96154c04c10337c31fa9bebc4ba6e98b919721
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,YFI,vbETH,12.610075,2026-01-02T23:14:53.000Z,0xee0876567832c70574ed3ae7296e86bb4fd286819b37bdd2457d868401776c12
LIMIT_ORDER,0x5b46ccf2b43b387eac375b774600550a4754a68d,MORPHO,vbETH,6.393851,2026-01-02T21:52:24.000Z,0xaf73871cf0b1b5321ebe048223bc7bc010e8ff5844baec74adb3dc6e233c423b
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbETH,YFI,8.190887,2026-01-03T19:08:03.000Z,0xbfc4a023e9e843567d4892b0b15fdf4ac85a4225357cfd14e0605f7a122aca8c
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,MORPHO,vbETH,25.156080,2026-01-03T06:07:47.000Z,0x814988b2692268cfe20703a7e9900609442edac2bc318b4b23d06de1f8e76782
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,MORPHO,vbETH,9.176729,2026-01-03T06:09:35.000Z,0x8107fbe2d8648805acfdb11e8f86a63c4817daf97664cc1d9eebda3769aa7a5d
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,MORPHO,vbETH,12.084584,2026-01-03T01:17:26.000Z,0xf088d33a6dbaa16a01fa477957cf98a9bde2afe28c050457a64772ee186d4ece
CLASSIC,0xd2b37ade14708bf18904047b1e31f8166d39612b,vbWBTC,BTCK,100.801498,2026-01-03T09:43:12.000Z,0x768343de0ebba1ec75083f9792ee6f46012b3dc42df0d1aafe6a4ac397410037
CLASSIC,0xd2b37ade14708bf18904047b1e31f8166d39612b,LBTC,vbWBTC,0.097322,2026-01-03T02:01:07.000Z,0x6ffb2f9f28b2afd59277a74532c52e135d730b4e8f3c95409918d7acd4fe1bab
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbETH,YFI,8.195522,2026-01-03T09:14:32.000Z,0x94bad553ed034ffeda61f3e65709b57ae41b459c619abfc15277be68708f5e38
CLASSIC,0xd2b37ade14708bf18904047b1e31f8166d39612b,vbWBTC,BTCK,167.065290,2026-01-03T10:12:23.000Z,0xa0be0948f067fddcc8c6f4124d7969ec8da82eeb15a58c6a173ad2dec82cfb56
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,uSOL,JitoSOL,5.131492,2026-01-03T07:19:55.000Z,0x0377e629063bdfe3676ce1ba6b520c3a37a8022bf3748a6eef76b5ff7ffa48d5
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,YFI,vbETH,7.856515,2026-01-03T14:03:45.000Z,0x2d98f7d38f9d1c68dbb5d9c86d2ea7002be716de95c1ee8939fc90a754ba5cf0
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,MORPHO,vbETH,16.292082,2026-01-03T03:42:39.000Z,0x195df0c0ad47d517ae6907681c2dd858742eef460cbdd338d3da2912a586d653
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,uSOL,JitoSOL,9.448688,2026-01-03T06:44:42.000Z,0xe6fa88c6022c4205fd4184a2ddba5c210864411c39d13e0206644f72647acedb
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,MORPHO,vbETH,6.790744,2026-01-03T06:09:38.000Z,0xe6ded45406e6b7dd9b0f2dda46932d4e26c54deea9b2caade8e65cc33419cdbd
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,vbETH,YFI,6.183618,2026-01-03T09:20:36.000Z,0x655a6c3d24a28dced4d4e68a7662bdd90c138674ea966291cf683c55f09f8946
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,MORPHO,vbETH,12.933543,2026-01-03T09:33:04.000Z,0x831438404afa8a9d5d6f7d9cac3c59c80925011ab6893b9d74cb9713b841063d
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,YFI,vbETH,5.643478,2026-01-03T05:12:40.000Z,0x96887049653db8f991d07f907d6e60788fd52d6ff7d0b92360306739fc9ca9e1
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,YFI,vbETH,11.477424,2026-01-03T20:27:21.000Z,0xb03d4a28c1128bb34cfe2d6e9f1871cc6d5ee2a460130cf533bd17a3edf6accc
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,YFI,vbETH,7.865505,2026-01-03T14:09:53.000Z,0xb3e91d505e3aa4fa960ac8509adf05dca0e7ad7bc1f79e9cedb0ae565c41f5d4
CLASSIC,0xd2b37ade14708bf18904047b1e31f8166d39612b,BTCK,vbWBTC,75.302468,2026-01-03T10:08:59.000Z,0x0f1a2db33b9689ec52c4d52d5e251eebe7701dc27e837f9bd835dcc2338f477b
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,YFI,vbETH,14.593766,2026-01-03T14:25:43.000Z,0xf273a65691e87143813a561970374a7df1b8c852fe1dcec641dc2ff5f120c8c8
CLASSIC,0x5b46ccf2b43b387eac375b774600550a4754a68d,YFI,vbETH,16.272611,2026-01-03T06:07:07.000Z,0x04f1847d825d2742e9e31e1040be43fa2d244f92064700a7c4273adf8e13e932
